DATE,WORKOUT_NAME,DURATION_MIN,EXERCISE_NAME,SET_ORDER,WEIGHT_LBS,REPS,NOTES,RPE,VOLUME,RECORDED_RPE,REPS_ONLY
2025-07-31 09:03:00,PULL DAY,90,Seated Row (Cable),3,105.0,7.0,,,735.0,False,7.0
2025-07-31 09:03:00,PULL DAY,90,Seated Row (Cable),4,105.0,5.0,,10.0,525.0,True,5.0
2025-07-31 09:03:00,PULL DAY,90,Bicep Curl (Dumbbell),1,30.0,9.0,,7.0,270.0,True,9.0
2025-07-31 09:03:00,PULL DAY,90,Bicep Curl (Dumbbell),2,30.0,8.0,,8.0,240.0,True,8.0
2025-07-31 09:03:00,PULL DAY,90,Bicep Curl (Dumbbell),3,30.0,8.0,,9.0,240.0,True,8.0
2025-07-31 09:03:00,PULL DAY,90,Face Pull (Cable),1,35.0,6.0,,,210.0,False,6.0
2025-07-31 09:03:00,PULL DAY,90,Face Pull (Cable),2,35.0,8.0,,9.0,280.0,True,8.0
2025-07-31 09:03:00,PULL DAY,90,Face Pull (Cable),3,35.0,7.0,,10.0,245.0,True,7.0
2025-08-02 07:17:00,FULL BODY,103,Squat (Barbell),1,145.0,9.0,Felt strong today,7.0,1305.0,True,9.0
2025-08-02 07:17:00,FULL BODY,103,Squat (Barbell),2,145.0,8.0,,8.0,1160.0,True,8.0
2025-08-02 07:17:00,FULL BODY,103,Squat (Barbell),3,145.0,5.0,,,725.0,False,5.0
2025-08-02 07:17:00,FULL BODY,103,Bench Press (Barbell),1,130.0,6.0,New PR!,8.0,780.0,True,6.0
2025-08-02 07:17:00,FULL BODY,103,Bench Press (Barbell),2,130.0,7.0,,10.0,910.0,True,7.0
2025-08-02 07:17:00,FULL BODY,103,Bench Press (Barbell),3,130.0,7.0,,7.0,910.0,True,7.0
2025-08-02 07:17:00,FULL BODY,103,Seated Row (Cable),1,95.0,8.0,"Slept badly, lighter loads",6.0,760.0,True,8.0
2025-08-02 07:17:00,FULL BODY,103,Seated Row (Cable),2,95.0,8.0,,,760.0,False,8.0
2025-08-02 07:17:00,FULL BODY,103,Seated Row (Cable),3,95.0,6.0,,,570.0,False,6.0
2025-08-02 07:17:00,FULL BODY,103,Seated Row (Cable),4,95.0,6.0,,8.0,570.0,True,6.0
2025-08-02 07:17:00,FULL BODY,103,Overhead Press (Dumbbell),1,35.0,10.0,Great pump,8.0,350.0,True,10.0
2025-08-02 07:17:00,FULL BODY,103,Overhead Press (Dumbbell),2,35.0,5.0,,,175.0,False,5.0
2025-08-02 07:17:00,FULL BODY,103,Overhead Press (Dumbbell),3,35.0,7.0,,9.0,245.0,True,7.0
2025-08-02 07:17:00,FULL BODY,103,Overhead Press (Dumbbell),4,35.0,6.0,,10.0,210.0,True,6.0
2025-08-02 07:17:00,FULL BODY,103,Plank Hold,1,25.0,7.0,Great pump,10.0,175.0,True,7.0
2025-08-02 07:17:00,FULL BODY,103,Plank Hold,2,25.0,4.0,,7.0,100.0,True,4.0
2025-08-02 07:17:00,FULL BODY,103,Plank Hold,3,25.0,5.0,,9.0,125.0,True,5.0
2025-08-02 07:17:00,FULL BODY,103,Plank Hold,4,25.0,6.0,,8.0,150.0,True,6.0
2025-08-04 08:59:00,PUSH DAY,107,Bench Press (Barbell),1,115.0,7.0,,7.0,805.0,True,7.0
2025-08-04 08:59:00,PUSH DAY,107,Bench Press (Barbell),2,115.0,5.0,,8.0,575.0,True,5.0
2025-08-04 08:59:00,PUSH DAY,107,Bench Press (Barbell),3,115.0,8.0,,7.0,920.0,True,8.0
2025-08-04 08:59:00,PUSH DAY,107,Bench Press (Barbell),4,115.0,7.0,,,805.0,False,7.0
2025-08-04 08:59:00,PUSH DAY,107,Overhead Press (Barbell),1,65.0,6.0,,6.0,390.0,True,6.0
2025-08-04 08:59:00,PUSH DAY,107,Overhead Press (Barbell),2,65.0,9.0,,8.0,585.0,True,9.0
2025-08-04 08:59:00,PUSH DAY,107,Overhead Press (Barbell),3,65.0,8.0,,,520.0,False,8.0
2025-08-04 08:59:00,PUSH DAY,107,Incline Press (Dumbbell),1,50.0,8.0,,10.0,400.0,True,8.0
2025-08-04 08:59:00,PUSH DAY,107,Incline Press (Dumbbell),2,50.0,5.0,,10.0,250.0,True,5.0
2025-08-04 08:59:00,PUSH DAY,107,Incline Press (Dumbbell),3,50.0,5.0,,9.0,250.0,True,5.0
2025-08-04 08:59:00,PUSH DAY,107,Incline Press (Dumbbell),4,50.0,7.0,,9.0,350.0,True,7.0
2025-08-04 08:59:00,PUSH DAY,107,Lateral Raise (Dumbbell),1,15.0,8.0,,8.0,120.0,True,8.0
2025-08-04 08:59:00,PUSH DAY,107,Lateral Raise (Dumbbell),2,15.0,5.0,,10.0,75.0,True,5.0
2025-08-04 08:59:00,PUSH DAY,107,Lateral Raise (Dumbbell),3,15.0,9.0,,9.0,135.0,True,9.0
2025-08-04 08:59:00,PUSH DAY,107,Lateral Raise (Dumbbell),4,15.0,8.0,,8.0,120.0,True,8.0
2025-08-04 08:59:00,PUSH DAY,107,Triceps Pushdown (Cable),1,40.0,9.0,,,360.0,False,9.0
2025-08-04 08:59:00,PUSH DAY,107,Triceps Pushdown (Cable),2,40.0,6.0,,9.0,240.0,True,6.0
2025-08-04 08:59:00,PUSH DAY,107,Triceps Pushdown (Cable),3,40.0,7.0,,7.0,280.0,True,7.0
2025-08-05 08:33:00,LEGS DAY,105,Squat (Barbell),1,155.0,7.0,,7.0,1085.0,True,7.0
2025-08-05 08:33:00,LEGS DAY,105,Squat (Barbell),2,155.0,8.0,,9.0,1240.0,True,8.0
2025-08-05 08:33:00,LEGS DAY,105,Squat (Barbell),3,155.0,9.0,,9.0,1395.0,True,9.0
2025-08-05 08:33:00,LEGS DAY,105,Squat (Barbell),4,155.0,6.0,,8.0,930.0,True,6.0
2025-08-05 08:33:00,LEGS DAY,105,Romanian Deadlift (Barbell),1,135.0,7.0,,6.0,945.0,True,7.0
2025-08-05 08:33:00,LEGS DAY,105,Romanian Deadlift (Barbell),2,135.0,8.0,,8.0,1080.0,True,8.0
2025-08-05 08:33:00,LEGS DAY,105,Romanian Deadlift (Barbell),3,135.0,7.0,,10.0,945.0,True,7.0
2025-08-05 08:33:00,LEGS DAY,105,Leg Press (Machine),1,250.0,7.0,,9.0,1750.0,True,7.0
2025-08-05 08:33:00,LEGS DAY,105,Leg Press (Machine),2,250.0,7.0,,9.0,1750.0,True,7.0
2025-08-05 08:33:00,LEGS DAY,105,Leg Press (Machine),3,250.0,6.0,,8.0,1500.0,True,6.0
2025-08-05 08:33:00,LEGS DAY,105,Leg Press (Machine),4,250.0,6.0,,8.0,1500.0,True,6.0
2025-08-05 08:33:00,LEGS DAY,105,Leg Curl (Machine),1,75.0,8.0,,9.0,600.0,True,8.0
2025-08-05 08:33:00,LEGS DAY,105,Leg Curl (Machine),2,75.0,5.0,,8.0,375.0,True,5.0
2025-08-05 08:33:00,LEGS DAY,105,Leg Curl (Machine),3,75.0,9.0,,8.0,675.0,True,9.0
2025-08-05 08:33:00,LEGS DAY,105,Calf Raise (Machine),1,120.0,5.0,,8.0,600.0,True,5.0
2025-08-05 08:33:00,LEGS DAY,105,Calf Raise (Machine),2,120.0,6.0,,,720.0,False,6.0
2025-08-05 08:33:00,LEGS DAY,105,Calf Raise (Machine),3,120.0,8.0,,,960.0,False,8.0
2025-08-05 08:33:00,LEGS DAY,105,Calf Raise (Machine),4,120.0,6.0,,,720.0,False,6.0
2025-08-09 08:54:00,FULL BODY,102,Squat (Barbell),1,145.0,6.0,,7.0,870.0,True,6.0
2025-08-09 08:54:00,FULL BODY,102,Squat (Barbell),2,145.0,6.0,,,870.0,False,6.0
2025-08-09 08:54:00,FULL BODY,102,Squat (Barbell),3,145.0,8.0,,9.0,1160.0,True,8.0
2025-08-09 08:54:00,FULL BODY,102,Bench Press (Barbell),1,120.0,8.0,,,960.0,False,8.0
2025-08-09 08:54:00,FULL BODY,102,Bench Press (Barbell),2,120.0,6.0,,,720.0,False,6.0
2025-08-09 08:54:00,FULL BODY,102,Bench Press (Barbell),3,120.0,7.0,,8.0,840.0,True,7.0
2025-08-09 08:54:00,FULL BODY,102,Seated Row (Cable),1,95.0,8.0,,7.0,760.0,True,8.0
2025-08-09 08:54:00,FULL BODY,102,Seated Row (Cable),2,95.0,7.0,,,665.0,False,7.0
2025-08-09 08:54:00,FULL BODY,102,Seated Row (Cable),3,95.0,5.0,,9.0,475.0,True,5.0
2025-08-09 08:54:00,FULL BODY,102,Seated Row (Cable),4,95.0,6.0,,9.0,570.0,True,6.0
2025-08-09 08:54:00,FULL BODY,102,Overhead Press (Dumbbell),1,35.0,7.0,,8.0,245.0,True,7.0
2025-08-09 08:54:00,FULL BODY,102,Overhead Press (Dumbbell),2,35.0,6.0,,8.0,210.0,True,6.0
2025-08-09 08:54:00,FULL BODY,102,Overhead Press (Dumbbell),3,35.0,7.0,,9.0,245.0,True,7.0
2025-08-09 08:54:00,FULL BODY,102,Overhead Press (Dumbbell),4,35.0,7.0,,10.0,245.0,True,7.0
2025-08-09 08:54:00,FULL BODY,102,Plank Hold,1,30.0,7.0,,7.0,210.0,True,7.0
2025-08-09 08:54:00,FULL BODY,102,Plank Hold,2,30.0,7.0,,9.0,210.0,True,7.0
2025-08-09 08:54:00,FULL BODY,102,Plank Hold,3,30.0,5.0,,9.0,150.0,True,5.0
2025-08-09 08:54:00,FULL BODY,102,Plank Hold,4,30.0,4.0,,,120.0,False,4.0
2025-08-11 09:16:00,PUSH DAY,101,Bench Press (Barbell),1,140.0,8.0,,7.0,1120.0,True,8.0
2025-08-11 09:16:00,PUSH DAY,101,Bench Press (Barbell),2,140.0,7.0,,6.0,980.0,True,7.0
2025-08-11 09:16:00,PUSH DAY,101,Bench Press (Barbell),3,140.0,7.0,,8.0,980.0,True,7.0
2025-08-11 09:16:00,PUSH DAY,101,Bench Press (Barbell),4,140.0,4.0,,9.0,560.0,True,4.0
2025-08-11 09:16:00,PUSH DAY,101,Overhead Press (Barbell),1,75.0,7.0,,,525.0,False,7.0
2025-08-11 09:16:00,PUSH DAY,101,Overhead Press (Barbell),2,75.0,9.0,,9.0,675.0,True,9.0
2025-08-11 09:16:00,PUSH DAY,101,Overhead Press (Barbell),3,75.0,8.0,,9.0,600.0,True,8.0
2025-08-11 09:16:00,PUSH DAY,101,Overhead Press (Barbell),4,75.0,5.0,,10.0,375.0,True,5.0
2025-08-11 09:16:00,PUSH DAY,101,Incline Press (Dumbbell),1,50.0,11.0,,6.0,550.0,True,11.0
2025-08-11 09:16:00,PUSH DAY,101,Incline Press (Dumbbell),2,50.0,8.0,,9.0,400.0,True,8.0
2025-08-11 09:16:00,PUSH DAY,101,Incline Press (Dumbbell),3,50.0,7.0,,9.0,350.0,True,7.0
2025-08-11 09:16:00,PUSH DAY,101,Lateral Raise (Dumbbell),1,25.0,8.0,,6.0,200.0,True,8.0
2025-08-11 09:16:00,PUSH DAY,101,Lateral Raise (Dumbbell),2,25.0,10.0,,,250.0,False,10.0
2025-08-11 09:16:00,PUSH DAY,101,Lateral Raise (Dumbbell),3,25.0,9.0,,7.0,225.0,True,9.0
2025-08-11 09:16:00,PUSH DAY,101,Triceps Pushdown (Cable),1,40.0,10.0,,8.0,400.0,True,10.0
2025-08-11 09:16:00,PUSH DAY,101,Triceps Pushdown (Cable),2,40.0,7.0,,10.0,280.0,True,7.0
2025-08-11 09:16:00,PUSH DAY,101,Triceps Pushdown (Cable),3,40.0,9.0,,,360.0,False,9.0
2025-08-12 08:34:00,LEGS DAY,118,Squat (Barbell),1,155.0,7.0,,7.0,1085.0,True,7.0
2025-08-12 08:34:00,LEGS DAY,118,Squat (Barbell),2,155.0,8.0,,10.0,1240.0,True,8.0
2025-08-12 08:34:00,LEGS DAY,118,Squat (Barbell),3,155.0,7.0,,10.0,1085.0,True,7.0
2025-08-12 08:34:00,LEGS DAY,118,Romanian Deadlift (Barbell),1,130.0,7.0,,8.0,910.0,True,7.0
2025-08-12 08:34:00,LEGS DAY,118,Romanian Deadlift (Barbell),2,130.0,8.0,,9.0,1040.0,True,8.0
2025-08-12 08:34:00,LEGS DAY,118,Romanian Deadlift (Barbell),3,130.0,4.0,,10.0,520.0,True,4.0
2025-08-12 08:34:00,LEGS DAY,118,Leg Press (Machine),1,260.0,7.0,,7.0,1820.0,True,7.0
2025-08-12 08:34:00,LEGS DAY,118,Leg Press (Machine),2,260.0,8.0,,8.0,2080.0,True,8.0
2025-08-12 08:34:00,LEGS DAY,118,Leg Press (Machine),3,260.0,8.0,,10.0,2080.0,True,8.0
2025-08-12 08:34:00,LEGS DAY,118,Leg Curl (Machine),1,75.0,5.0,,,375.0,False,5.0
2025-08-12 08:34:00,LEGS DAY,118,Leg Curl (Machine),2,75.0,10.0,,8.0,750.0,True,10.0
2025-08-12 08:34:00,LEGS DAY,118,Leg Curl (Machine),3,75.0,7.0,,10.0,525.0,True,7.0
2025-08-12 08:34:00,LEGS DAY,118,Leg Curl (Machine),4,75.0,4.0,,10.0,300.0,True,4.0
2025-08-12 08:34:00,LEGS DAY,118,Calf Raise (Machine),1,115.0,6.0,,7.0,690.0,True,6.0
2025-08-12 08:34:00,LEGS DAY,118,Calf Raise (Machine),2,115.0,7.0,,,805.0,False,7.0
2025-08-12 08:34:00,LEGS DAY,118,Calf Raise (Machine),3,115.0,6.0,,,690.0,False,6.0
2025-08-12 08:34:00,LEGS DAY,118,Calf Raise (Machine),4,115.0,4.0,,,460.0,False,4.0
2025-08-14 07:03:00,PULL DAY,72,Deadlift (Barbell),1,160.0,8.0,,8.0,1280.0,True,8.0
2025-08-14 07:03:00,PULL DAY,72,Deadlift (Barbell),2,160.0,9.0,,6.0,1440.0,True,9.0
2025-08-14 07:03:00,PULL DAY,72,Deadlift (Barbell),3,160.0,5.0,,9.0,800.0,True,5.0
2025-08-14 07:03:00,PULL DAY,72,Deadlift (Barbell),4,160.0,5.0,,8.0,800.0,True,5.0
2025-08-14 07:03:00,PULL DAY,72,Lat Pulldown (Machine),1,95.0,9.0,,8.0,855.0,True,9.0
2025-08-14 07:03:00,PULL DAY,72,Lat Pulldown (Machine),2,95.0,5.0,,,475.0,False,5.0
2025-08-14 07:03:00,PULL DAY,72,Lat Pulldown (Machine),3,95.0,5.0,,,475.0,False,5.0
2025-08-14 07:03:00,PULL DAY,72,Lat Pulldown (Machine),4,95.0,6.0,,9.0,570.0,True,6.0
2025-08-14 07:03:00,PULL DAY,72,Seated Row (Cable),1,85.0,8.0,,10.0,680.0,True,8.0
2025-08-14 07:03:00,PULL DAY,72,Seated Row (Cable),2,85.0,7.0,,6.0,595.0,True,7.0
2025-08-14 07:03:00,PULL DAY,72,Seated Row (Cable),3,85.0,7.0,,9.0,595.0,True,7.0
2025-08-14 07:03:00,PULL DAY,72,Seated Row (Cable),4,85.0,4.0,,9.0,340.0,True,4.0
2025-08-14 07:03:00,PULL DAY,72,Bicep Curl (Dumbbell),1,25.0,13.0,,9.0,325.0,True,13.0
2025-08-14 07:03:00,PULL DAY,72,Bicep Curl (Dumbbell),2,25.0,8.0,,8.0,200.0,True,8.0
2025-08-14 07:03:00,PULL DAY,72,Bicep Curl (Dumbbell),3,25.0,7.0,,8.0,175.0,True,7.0
2025-08-14 07:03:00,PULL DAY,72,Bicep Curl (Dumbbell),4,25.0,5.0,,,125.0,False,5.0
2025-08-14 07:03:00,PULL DAY,72,Face Pull (Cable),1,40.0,10.0,,10.0,400.0,True,10.0
2025-08-14 07:03:00,PULL DAY,72,Face Pull (Cable),2,40.0,7.0,,,280.0,False,7.0
2025-08-14 07:03:00,PULL DAY,72,Face Pull (Cable),3,40.0,6.0,,8.0,240.0,True,6.0
2025-08-14 07:03:00,PULL DAY,72,Face Pull (Cable),4,40.0,7.0,,9.0,280.0,True,7.0
